fold0_train,fold0_test,fold1_train,fold1_test,fold2_train,fold2_test,fold3_train,fold3_test,fold4_train,fold4_test,twitter_train
,,,,,,,,,,514150992552931328
,,,,,,,,,,692082592380751874
,,,,,,,,,,693818562981421056
,,,,,,,,,,518192429153783808
,,,,,,,,,,672828403016429568
,,,,,,,,,,265953285247209472
,,,,,,,,,,673611867181473792
,,,,,,,,,,672102358516670465
,,,,,,,,,,672513234419638273
,,,,,,,,,,489829414704648192
,,,,,,,,,,554886875303780352
,,,,,,,,,,767754921403899906
,,,,,,,,,,689833530197671936
,,,,,,,,,,693586539562037248
,,,,,,,,,,616686132387028992
,,,,,,,,,,767515401831997440
,,,,,,,,,,524289058290159616
,,,,,,,,,,693344498953383936
,,,,,,,,,,554655549896159233
,,,,,,,,,,563123548857053184
,,,,,,,,,,641665203046907904
,,,,,,,,,,693160939802214400
,,,,,,,,,,692374052082708480
,,,,,,,,,,693061713042771968
,,,,,,,,,,612438528803213312
,,,,,,,,,,689641419825242112
,,,,,,,,,,436195672677953536
,,,,,,,,,,767360696761905153
,,,,,,,,,,689555819059351552
,,,,,,,,,,547101266313089024
,,,,,,,,,,553098571323437056
,,,,,,,,,,693456187036037123
,,,,,,,,,,604354747357859842
,,,,,,,,,,663385747177775105
,,,,,,,,,,764497123530375169
,,,,,,,,,,489812926828924928
,,,,,,,,,,690145844318834689
,,,,,,,,,,523562674487975937
,,,,,,,,,,693803472806760448
,,,,,,,,,,376874273601630208
,,,,,,,,,,692812029611089920
,,,,,,,,,,693804630615166977
,,,,,,,,,,644321231618076673
,,,,,,,,,,676067381299576832
,,,,,,,,,,531900034863091712
,,,,,,,,,,690567125128351744
,,,,,,,,,,767223774072676354
,,,,,,,,,,693128224960856064
,,,,,,,,,,661870323034431489
,,,,,,,,,,674244561519161344
,,,,,,,,,,673872171341447169
,,,,,,,,,,647169573599449088
,,,,,,,,,,693456387880402944
,,,,,,,,,,495366618818830336
,,,,,,,,,,668144671772778497
,,,,,,,,,,693858804279201794
,,,,,,,,,,693487871806689280
,,,,,,,,,,387007120689737729
,,,,,,,,,,532559937269166080
,,,,,,,,,,691380348379201536
,,,,,,,,,,693082547664883712
,,,,,,,,,,516856061182345216
,,,,,,,,,,80084555733803009
,,,,,,,,,,688004802245214208
,,,,,,,,,,765359928361922560
,,,,,,,,,,539833716852273152
,,,,,,,,,,767462297270968321
,,,,,,,,,,767170849472405508
,,,,,,,,,,688110059553861634
,,,,,,,,,,620916279608651776
,,,,,,,,,,766715993385267201
,,,,,,,,,,693651239486263296
,,,,,,,,,,693059995013742592
,,,,,,,,,,618804516578680832
,,,,,,,,,,666070802924617728
,,,,,,,,,,693185488644149248
,,,,,,,,,,482880640560271361
,,,,,,,,,,676718762830221312
,,,,,,,,,,523098334421319680
,,,,,,,,,,693490132440129536
,,,,,,,,,,501474962935648256
,,,,,,,,,,648310692794109952
,,,,,,,,,,692472216135569409
,,,,,,,,,,766568413418356736
,,,,,,,,,,666497286663503872
,,,,,,,,,,690680310061756416
,,,,,,,,,,524211911668543488
,,,,,,,,,,692031224227958789
,,,,,,,,,,690042063958732800
,,,,,,,,,,692803280238419971
,,,,,,,,,,436001434212249600
,,,,,,,,,,672539897899577344
,,,,,,,,,,656955120626880512
,,,,,,,,,,693321561542127616
,,,,,,,,,,674229534888185856
,,,,,,,,,,765863022506151937
,,,,,,,,,,674080899055546368
,,,,,,,,,,626897206717624320
,,,,,,,,,,693605375803813889
,,,,,,,,,,538847758032310272
,,,,,,,,,,761999790892806144
,,,,,,,,,,687673284436082689
,,,,,,,,,,521821037726797824
,,,,,,,,,,553040930144792576
,,,,,,,,,,514517470238240768
,,,,,,,,,,489794696013967360
,,,,,,,,,,365052155385749505
,,,,,,,,,,692833140428017664
,,,,,,,,,,531108688749404160
,,,,,,,,,,692463948076093440
,,,,,,,,,,692797856386777089
,,,,,,,,,,436215971272212480
,,,,,,,,,,676970570160988160
,,,,,,,,,,387309869080281088
,,,,,,,,,,682999206290829312
,,,,,,,,,,542600886653292545
,,,,,,,,,,693523133920342016
,,,,,,,,,,678277910537588737
,,,,,,,,,,692884886374318081
,,,,,,,,,,674014933235859456
,,,,,,,,,,489974591985840128
,,,,,,,,,,693939356390653952
,,,,,,,,,,767092161716350980
,,,,,,,,,,640107106943766528
,,,,,,,,,,767855091109863424
,,,,,,,,,,513437031020916738
,,,,,,,,,,387009577763360768
,,,,,,,,,,674314254732931072
,,,,,,,,,,765141361033109504
,,,,,,,,,,518665533089406976
,,,,,,,,,,568571403756294144
,,,,,,,,,,668872645589471232
,,,,,,,,,,514512849876836352
,,,,,,,,,,693792605755285504
,,,,,,,,,,688437279405305856
,,,,,,,,,,673984270902427650
,,,,,,,,,,692745208421679104
,,,,,,,,,,692780496590254081
,,,,,,,,,,547509900130021377
,,,,,,,,,,692709993573789701
,,,,,,,,,,693135382309896192
,,,,,,,,,,652882609219833856
,,,,,,,,,,489874311143260160
,,,,,,,,,,357300409292959744
,,,,,,,,,,685232704774787072
,,,,,,,,,,693355140284334081
,,,,,,,,,,549599086073368576
,,,,,,,,,,692927739066740741
,,,,,,,,,,504433135036407808
,,,,,,,,,,686527768327274497
,,,,,,,,,,688814621034213376
,,,,,,,,,,693116426824093696
,,,,,,,,,,689722724470620161
,,,,,,,,,,507354546041925632
,,,,,,,,,,693466724822323200
,,,,,,,,,,693122199536934912
,,,,,,,,,,560873850846846978
,,,,,,,,,,693912520923295745
,,,,,,,,,,656830586577883136
,,,,,,,,,,666810213274689537
,,,,,,,,,,538166788484509696
,,,,,,,,,,693821069879160832
,,,,,,,,,,491200302365040640
,,,,,,,,,,532284428542681088
,,,,,,,,,,689860942671130624
,,,,,,,,,,692854695262445568
,,,,,,,,,,496698590153416704
,,,,,,,,,,620971220301787136
,,,,,,,,,,643139873264812032
,,,,,,,,,,633823543541768192
,,,,,,,,,,693804277031157761
,,,,,,,,,,692743102432346113
,,,,,,,,,,693934062445187072
,,,,,,,,,,658462819667615744
,,,,,,,,,,647464349611589632
,,,,,,,,,,692747901815119872
,,,,,,,,,,693484841011060737
,,,,,,,,,,767520433247809536
,,,,,,,,,,693056396250652672
,,,,,,,,,,693771953648373760
,,,,,,,,,,689208632148365314
,,,,,,,,,,692911086920667136
,,,,,,,,,,663925546812837888
,,,,,,,,,,626898253900943360
,,,,,,,,,,489854703321509888
,,,,,,,,,,687674548712505346
,,,,,,,,,,691299810553384960
,,,,,,,,,,688757736310484994
,,,,,,,,,,387050178932654080
,,,,,,,,,,693139276708585472
,,,,,,,,,,690106189951139840
,,,,,,,,,,691986377584549888
,,,,,,,,,,692752491482615808
,,,,,,,,,,687984820815851521
,,,,,,,,,,524227209976745984
,,,,,,,,,,692127290998784001
,,,,,,,,,,693722259740069889
,,,,,,,,,,689922870689009664
,,,,,,,,,,692105324111761408
,,,,,,,,,,673581371458199552
,,,,,,,,,,692510002586714113
,,,,,,,,,,672169954016403456
,,,,,,,,,,691789524498845699
,,,,,,,,,,542423103834296323
,,,,,,,,,,504450741126582275
,,,,,,,,,,686421576904916992
,,,,,,,,,,351767344097398785
,,,,,,,,,,372901260183494656
,,,,,,,,,,504441156575297536
,,,,,,,,,,553271856786968576
,,,,,,,,,,91728807081426944
,,,,,,,,,,692082861525078017
,,,,,,,,,,767218194385866752
,,,,,,,,,,626739062792032256
,,,,,,,,,,534392174876839936
,,,,,,,,,,520338188213444608
,,,,,,,,,,542320823915536384
,,,,,,,,,,693129259334909952
,,,,,,,,,,643807909856415744
,,,,,,,,,,387041762331471872
,,,,,,,,,,693185853867294721
,,,,,,,,,,654343805081157633
,,,,,,,,,,693068611951300608
,,,,,,,,,,689867195657101312
,,,,,,,,,,509084603617792001
,,,,,,,,,,692134022839955456
,,,,,,,,,,544567299102244864
,,,,,,,,,,687766167558164481
,,,,,,,,,,627828211003469825
,,,,,,,,,,528389559441444864
,,,,,,,,,,523123779124600833
,,,,,,,,,,692748204064927745
,,,,,,,,,,620367840902782976
,,,,,,,,,,693171092555431936
,,,,,,,,,,661102820976930816
,,,,,,,,,,687956181646753792
,,,,,,,,,,663722803489808384
,,,,,,,,,,661184793342775296
,,,,,,,,,,519447199164665856
,,,,,,,,,,693537938425171968
,,,,,,,,,,532239131540467712
,,,,,,,,,,692336523090509824
,,,,,,,,,,634943791934406657
,,,,,,,,,,693136527816331264
,,,,,,,,,,693718533239365633
,,,,,,,,,,690137637810761728
,,,,,,,,,,693853310479155200
,,,,,,,,,,692440373449396224
,,,,,,,,,,693534670428971008
,,,,,,,,,,656870311057575936
,,,,,,,,,,764505291853627392
,,,,,,,,,,693785810311778304
,,,,,,,,,,689650617464311813
,,,,,,,,,,693315824132685824
,,,,,,,,,,673615400655970304
,,,,,,,,,,690680149164085248
,,,,,,,,,,386682163862986752
,,,,,,,,,,693618217667928068
,,,,,,,,,,693711272014155776
,,,,,,,,,,626642648179159040
,,,,,,,,,,689529955294777344
,,,,,,,,,,682548344690970624
,,,,,,,,,,691632238035886081
,,,,,,,,,,692190570140340229
,,,,,,,,,,387021726007042051
,,,,,,,,,,767710245779103744
,,,,,,,,,,504448356584677377
,,,,,,,,,,665317131597291520
,,,,,,,,,,501785003144273921
,,,,,,,,,,691678576018657281
,,,,,,,,,,687630364936957952
,,,,,,,,,,693926742814281729
,,,,,,,,,,692692529779707904
,,,,,,,,,,693122701569974273
,,,,,,,,,,612741808125120513
,,,,,,,,,,524320261667950592
,,,,,,,,,,692842124841123842
,,,,,,,,,,528341588867416064
,,,,,,,,,,644229386149888001
,,,,,,,,,,693071700200722433
,,,,,,,,,,688932211714818048
,,,,,,,,,,366205297557110784
,,,,,,,,,,690296550803636224
,,,,,,,,,,534303066867367937
,,,,,,,,,,693555965019492352
,,,,,,,,,,618192748735299584
,,,,,,,,,,767823175480647681
,,,,,,,,,,507454543169617920
,,,,,,,,,,521717368264093696
,,,,,,,,,,673664899571060736
,,,,,,,,,,693217698482933760
,,,,,,,,,,539254751343681536
,,,,,,,,,,513015596879867904
,,,,,,,,,,633397936563560449
,,,,,,,,,,761027420849745920
,,,,,,,,,,387281927427727360
,,,,,,,,,,428366153149194240
,,,,,,,,,,547807913671405568
,,,,,,,,,,387237225286479872
,,,,,,,,,,691700082601758720
,,,,,,,,,,766299795833102336
,,,,,,,,,,642027433693171712
,,,,,,,,,,553136604882014208
,,,,,,,,,,553186555150749696
,,,,,,,,,,643225207705075716
,,,,,,,,,,551942365901250560
,,,,,,,,,,435998882250899456
,,,,,,,,,,692707593991643136
,,,,,,,,,,693822949456007169
,,,,,,,,,,692688891174739968
,,,,,,,,,,497073936077959169
,,,,,,,,,,505369323922522113
,,,,,,,,,,537355288295518210
,,,,,,,,,,692623941131722752
,,,,,,,,,,675005503160901632
,,,,,,,,,,687617323235147776
,,,,,,,,,,693098795022725120
,,,,,,,,,,693459931022913536
,,,,,,,,,,688520025754304512
,,,,,,,,,,767068504277344260
,,,,,,,,,,672927317191229440
,,,,,,,,,,765859710503378944
,,,,,,,,,,532284831783460864
,,,,,,,,,,604625816992002049
,,,,,,,,,,553016500492439552
,,,,,,,,,,690650123358093312
,,,,,,,,,,364383457545162754
,,,,,,,,,,490080544949276672
,,,,,,,,,,656595123590012928
,,,,,,,,,,674187250792558592
,,,,,,,,,,387010299536355328
,,,,,,,,,,524646141938647043
,,,,,,,,,,531607884220485632
,,,,,,,,,,766989078294306816
,,,,,,,,,,767698691205410816
,,,,,,,,,,538760398003253248
,,,,,,,,,,504830161993609216
,,,,,,,,,,673686233936072704
,,,,,,,,,,613194145423826944
,,,,,,,,,,767715524222578688
,,,,,,,,,,519704006826807296
,,,,,,,,,,518620083342835712
,,,,,,,,,,635632641635667968
,,,,,,,,,,691006265137299456
,,,,,,,,,,519965814175567872
,,,,,,,,,,489872500462190593
,,,,,,,,,,626770498328895488
,,,,,,,,,,644329878876237824
,,,,,,,,,,520244836084228096
,,,,,,,,,,665498651742085124
,,,,,,,,,,693441093048766464
,,,,,,,,,,489902412900343809
,,,,,,,,,,665364878287224834
,,,,,,,,,,692099058811453440
,,,,,,,,,,686422922894815233
,,,,,,,,,,693485676881403905
,,,,,,,,,,489818014364086273
,,,,,,,,,,543443188934250496
,,,,,,,,,,514555852351479808
,,,,,,,,,,692818857187213313
,,,,,,,,,,693807822971236353
,,,,,,,,,,693802524579618816
,,,,,,,,,,501760566160289794
,,,,,,,,,,767330549262278658
,,,,,,,,,,693239731031683072
,,,,,,,,,,692134721195786240
,,,,,,,,,,513922322915282945
,,,,,,,,,,688502260779843587
,,,,,,,,,,693853982293254144
,,,,,,,,,,489796998615547904
,,,,,,,,,,673346166822694914
,,,,,,,,,,532255606623989760
,,,,,,,,,,692078399012130816
,,,,,,,,,,656811196218286080
,,,,,,,,,,672902686380003328
,,,,,,,,,,681767380305985536
,,,,,,,,,,543319210659971073
,,,,,,,,,,766638613320859648
,,,,,,,,,,692098463262216192
,,,,,,,,,,665379967757324288
,,,,,,,,,,692742353736568833
,,,,,,,,,,491241885399539712
,,,,,,,,,,521098692326350848
,,,,,,,,,,504478567062056962
,,,,,,,,,,519929168864497664
,,,,,,,,,,692820029159653377
,,,,,,,,,,672632863452299264
,,,,,,,,,,613016993692798977
,,,,,,,,,,689236842454106113
,,,,,,,,,,514517213022543872
,,,,,,,,,,661222523275636736
,,,,,,,,,,690252631822864384
,,,,,,,,,,489872119158046720
,,,,,,,,,,692838430783332357
,,,,,,,,,,549124560793374720
,,,,,,,,,,693181857261719553
,,,,,,,,,,544698560655400961
,,,,,,,,,,318263294098030593
,,,,,,,,,,690676539323740161
,,,,,,,,,,693662456393134080
,,,,,,,,,,470025166760980483
,,,,,,,,,,761355585724055553
,,,,,,,,,,692364468442021889
,,,,,,,,,,523555724807262208
,,,,,,,,,,693118410444636161
,,,,,,,,,,626901072209121282
,,,,,,,,,,692023417575448576
,,,,,,,,,,538930446814703616
,,,,,,,,,,693806234026188801
,,,,,,,,,,764473554431725568
,,,,,,,,,,534678919656775680
,,,,,,,,,,692287441168900097
,,,,,,,,,,648894687542034432
,,,,,,,,,,369506008172740608
,,,,,,,,,,489798752438583297
,,,,,,,,,,657007736467525632
,,,,,,,,,,692753210692476928
,,,,,,,,,,524186749002473472
,,,,,,,,,,612646796355960832
,,,,,,,,,,689694470779097088
,,,,,,,,,,542860306603868160
,,,,,,,,,,693131575261659137
,,,,,,,,,,504771233557147648
,,,,,,,,,,693600369281253376
,,,,,,,,,,547158281005719552
,,,,,,,,,,693546915892428800
,,,,,,,,,,568452856224747520
,,,,,,,,,,683731779342188545
,,,,,,,,,,672906198434209792
,,,,,,,,,,691719802499432448
,,,,,,,,,,553169307824177152
,,,,,,,,,,692932696645865472
,,,,,,,,,,676491949524713473
,,,,,,,,,,489836441120145408
,,,,,,,,,,693203974388895744
,,,,,,,,,,356310469390245888
,,,,,,,,,,692929779696275456
,,,,,,,,,,561280944045576192
,,,,,,,,,,572002458647412736
,,,,,,,,,,387220814531395584
,,,,,,,,,,693641113693884416
,,,,,,,,,,534543768653807618
,,,,,,,,,,523535962962280448
,,,,,,,,,,693761289601060864
,,,,,,,,,,613425834301485056
,,,,,,,,,,693234925252775936
,,,,,,,,,,656202544331517952
,,,,,,,,,,691027026552229888
,,,,,,,,,,692083780123783172
,,,,,,,,,,688819658057740290
,,,,,,,,,,692491478619262976
,,,,,,,,,,637868242560638980
,,,,,,,,,,691285663522648065
,,,,,,,,,,692764799315398656
,,,,,,,,,,348209998565879810
,,,,,,,,,,673696115305406466
,,,,,,,,,,524191650420367360
,,,,,,,,,,647193820812177408
,,,,,,,,,,553264892799488000
,,,,,,,,,,692746621218656258
,,,,,,,,,,693102420688121856
,,,,,,,,,,554597409351671808
,,,,,,,,,,273182568298450945
,,,,,,,,,,693402634011701248
,,,,,,,,,,686493272806576128
,,,,,,,,,,525711899359318016
,,,,,,,,,,692056985513123840
,,,,,,,,,,693554007785234432
,,,,,,,,,,505611045897924608
,,,,,,,,,,693899062098137088
,,,,,,,,,,688021039322894336
,,,,,,,,,,661229627734667264
,,,,,,,,,,692453106622275585
,,,,,,,,,,767463109778894848
,,,,,,,,,,692393375891361794
,,,,,,,,,,489887806018183168
,,,,,,,,,,665575674485211136
,,,,,,,,,,693013768738115584
,,,,,,,,,,693571567377342466
,,,,,,,,,,699252269414354944
,,,,,,,,,,693041285087756288
,,,,,,,,,,693925198630821889
,,,,,,,,,,667465205258051584
,,,,,,,,,,555072815154475008
,,,,,,,,,,693811101146963968
,,,,,,,,,,691380138710306816
,,,,,,,,,,633961125126668288
,,,,,,,,,,631388553801564160
,,,,,,,,,,557885928417816576
,,,,,,,,,,692581635594694658
,,,,,,,,,,501774251901198336
,,,,,,,,,,641430951403343872
,,,,,,,,,,642145732435292160
,,,,,,,,,,540643709465812992
,,,,,,,,,,651858133304782848
,,,,,,,,,,692845716826300418
,,,,,,,,,,521789009576476673
,,,,,,,,,,692759090469212160
,,,,,,,,,,524178388282802176
,,,,,,,,,,495365942726381568
,,,,,,,,,,693204708933160960
,,,,,,,,,,532851585408593920
,,,,,,,,,,766719302401613825
,,,,,,,,,,693476901772513280
,,,,,,,,,,489970164469751808
,,,,,,,,,,673079581520318464
,,,,,,,,,,693795905049329664
,,,,,,,,,,693411834808946688
,,,,,,,,,,506784541696991232
,,,,,,,,,,692410832307818497
,,,,,,,,,,688446106943008768
,,,,,,,,,,514535408126795776
,,,,,,,,,,693240976970752004
,,,,,,,,,,672219174463275008
,,,,,,,,,,518830518792892416
,,,,,,,,,,692157602554343424
,,,,,,,,,,620835698514464768
,,,,,,,,,,682895395077373952
,,,,,,,,,,643103859729166337
,,,,,,,,,,692890520960397312
,,,,,,,,,,682996350909157376
,,,,,,,,,,661120256732041216
,,,,,,,,,,519375764165509121
,,,,,,,,,,692014905239666688
,,,,,,,,,,767482587879051265
,,,,,,,,,,692800345274241025
,,,,,,,,,,693824042164436992
,,,,,,,,,,693087256727388161
,,,,,,,,,,691809004356501505
,,,,,,,,,,638047610973089793
,,,,,,,,,,767355933919997952
,,,,,,,,,,693198912660885505
,,,,,,,,,,489841070818488320
,,,,,,,,,,654371696195993600
,,,,,,,,,,531568534066057217
,,,,,,,,,,334722003057647616
,,,,,,,,,,693554344298467328
,,,,,,,,,,532281981795848192
,,,,,,,,,,667379734343471104
,,,,,,,,,,538861627018579968
,,,,,,,,,,530017051025604609
,,,,,,,,,,520630231531802624
,,,,,,,,,,693443289370882049
,,,,,,,,,,519921456730607616
,,,,,,,,,,691667941314662400
,,,,,,,,,,658786161733734400
,,,,,,,,,,677950378785271808
,,,,,,,,,,693921710383337472
,,,,,,,,,,693086218276474880
,,,,,,,,,,693281966846808064
,,,,,,,,,,687274510643511296
,,,,,,,,,,766822417712963584
,,,,,,,,,,682916727282270208
,,,,,,,,,,767300637012951040
,,,,,,,,,,387030572779847680
,,,,,,,,,,693236688538243074
,,,,,,,,,,637382230394822656
,,,,,,,,,,634404792241143809
,,,,,,,,,,357299879070023680
,,,,,,,,,,647168914955243520
,,,,,,,,,,692745861978263552
,,,,,,,,,,645356735545364480
,,,,,,,,,,552146635707666433
,,,,,,,,,,692946556396244992
,,,,,,,,,,666051332504207360
,,,,,,,,,,693696168908423168
,,,,,,,,,,521790189715615744
,,,,,,,,,,532259028152246272
,,,,,,,,,,645711628046995462
,,,,,,,,,,387233034350514176
,,,,,,,,,,674713782778654721
,,,,,,,,,,693121477491757056
,,,,,,,,,,659439879701602304
,,,,,,,,,,509031495101874176
,,,,,,,,,,690920430287331328
,,,,,,,,,,645362146415525888
,,,,,,,,,,669201837187334144
,,,,,,,,,,489798752358916096
,,,,,,,,,,622858454949040128
,,,,,,,,,,692840850141753347
,,,,,,,,,,693408117225299968
,,,,,,,,,,514508854990999553
,,,,,,,,,,641443248909754368
,,,,,,,,,,693631772639145984
,,,,,,,,,,529088963420909569
,,,,,,,,,,690969315470868480
,,,,,,,,,,767768054163996672
,,,,,,,,,,539658034382123008
,,,,,,,,,,669259395902152704
,,,,,,,,,,693071538896162816
,,,,,,,,,,693843042546106369
,,,,,,,,,,505657661120348163
,,,,,,,,,,672632899921833984
,,,,,,,,,,560133068670140417
,,,,,,,,,,535315394127728641
,,,,,,,,,,358591089462099968
,,,,,,,,,,509077805296914432
,,,,,,,,,,531973383198887936
,,,,,,,,,,532106726539939841
,,,,,,,,,,692528931459694592
,,,,,,,,,,524144369235140608
,,,,,,,,,,621025025806577664
,,,,,,,,,,693196937172951040
,,,,,,,,,,661251968078221312
,,,,,,,,,,693595814401327104
,,,,,,,,,,667534186450825216
,,,,,,,,,,628045645010608128
,,,,,,,,,,691410231549530112
,,,,,,,,,,387031585834278912
,,,,,,,,,,692498490249891842
,,,,,,,,,,504419526998360064
,,,,,,,,,,689853056440221696
,,,,,,,,,,675434959939756032
,,,,,,,,,,690915657106526208
,,,,,,,,,,356437941641416705
,,,,,,,,,,653250169752977408
,,,,,,,,,,540333359793451008
,,,,,,,,,,534337548680978432
,,,,,,,,,,693857551620968448
,,,,,,,,,,524881688825167872
,,,,,,,,,,693140568143220736
,,,,,,,,,,693141729529184256
,,,,,,,,,,693866093123915776
,,,,,,,,,,519962130859429888
,,,,,,,,,,692792765852286977
,,,,,,,,,,674015148382666752
,,,,,,,,,,672488384695279616
,,,,,,,,,,693466451081060353
,,,,,,,,,,656629493377990656
,,,,,,,,,,489800427152879616
,,,,,,,,,,693509689418588160
,,,,,,,,,,767709416879644672
,,,,,,,,,,526459255147491328
,,,,,,,,,,538129041539092480
,,,,,,,,,,295944137948151809
,,,,,,,,,,688461902821855232
,,,,,,,,,,521663202183348224
,,,,,,,,,,604642913188872192
,,,,,,,,,,693573781730783232
,,,,,,,,,,678733118648524800
,,,,,,,,,,689661418484994049
,,,,,,,,,,693086478667112448
,,,,,,,,,,688027085730897921
,,,,,,,,,,672424512516964352
,,,,,,,,,,761381302260031489
,,,,,,,,,,688751061503442944
,,,,,,,,,,692046121250586624
,,,,,,,,,,766299560415223808
,,,,,,,,,,687409983139495939
,,,,,,,,,,693125234317086720
,,,,,,,,,,495583434954514432
,,,,,,,,,,691656866972209152
,,,,,,,,,,693916809125351425
,,,,,,,,,,665302351742275584
,,,,,,,,,,686657138270277634
,,,,,,,,,,673615263040798726
,,,,,,,,,,693102023764492288
,,,,,,,,,,660466342038867969
,,,,,,,,,,658065957823324160
,,,,,,,,,,671181758692507648
,,,,,,,,,,693146363685642240
,,,,,,,,,,692925396292091905
,,,,,,,,,,693844030589902848
,,,,,,,,,,559787890402541568
,,,,,,,,,,490136764619948032
,,,,,,,,,,626546123713474560
,,,,,,,,,,611039775856812032
,,,,,,,,,,762793077509464064
,,,,,,,,,,693648684857323521
,,,,,,,,,,534278078105944064
,,,,,,,,,,641050980985999360
,,,,,,,,,,681824512120324096
,,,,,,,,,,568589712644026368
,,,,,,,,,,690670464440504320
,,,,,,,,,,693869818366287872
,,,,,,,,,,613393657161510913
,,,,,,,,,,319166636902998016
,,,,,,,,,,691564354567798784
,,,,,,,,,,663515735231062016
,,,,,,,,,,693670046497935361
,,,,,,,,,,666640008149925893
,,,,,,,,,,693840291992838147
,,,,,,,,,,688428083540553728
,,,,,,,,,,692765809425408000
,,,,,,,,,,689719109785907200
,,,,,,,,,,764620072228970496
,,,,,,,,,,693560600471863296
,,,,,,,,,,386998038004113409
,,,,,,,,,,689890946683576322
,,,,,,,,,,637873886072320001
,,,,,,,,,,273278761909239808
,,,,,,,,,,693691456222052352
,,,,,,,,,,676955015265837056
,,,,,,,,,,539115704285270017
,,,,,,,,,,677099574855639044
,,,,,,,,,,551117430345711616
,,,,,,,,,,521496155310796800
,,,,,,,,,,688366079396163584
,,,,,,,,,,692357775859564544
,,,,,,,,,,767803368081358848
,,,,,,,,,,688096910217879554
,,,,,,,,,,684878165714563072
,,,,,,,,,,766752508312166402
,,,,,,,,,,690174644071047168
,,,,,,,,,,651321040119963648
,,,,,,,,,,634665777400950784
,,,,,,,,,,519868410599993344
,,,,,,,,,,662151653462790144
,,,,,,,,,,692922211338981377
,,,,,,,,,,693830499047989248
,,,,,,,,,,436157173161144321
,,,,,,,,,,501768276523761666
,,,,,,,,,,655080266784968705
,,,,,,,,,,568568737621630977
,,,,,,,,,,662430295254175744
,,,,,,,,,,692217618778972161
,,,,,,,,,,532206910796468224
,,,,,,,,,,689103487880310785
